movie_id$movie_name$movie_director$movie_writer$movie_starring$movie_type$movie_country$movie_language$movie_release_date$movie_release_place$movie_run_time$movie_rating$rating_people_num$film_synopsis
35656925$神探小红帽 赤ずきん、旅の途中で死体と出会う。$福田雄一$编剧:青柳碧人$主演:桥本环奈/新木优子/岩田刚典/室毅/佐藤二朗/桐谷美玲/夏菜/若月佑美/山本美月/木村绿子/加治将树/长谷川朝晴/犬饲贵丈...$喜剧/悬疑/犯罪$日本$日语$2023-09-14$日本网络$105分钟$5.3$3641$Netflix即将上映的日本电影《神探小红帽》讲述了小红帽化身为侦探，解决“灰姑娘”的神秘案件。这本引人入胜的悬疑小说广受好评，并获得著名的日本书商奖提名。故事情节大胆而富有想象力，在一个深受喜爱的童话故事的迷人世界里，小红帽作为勇敢的主人公，肩负着揭露犯罪元凶的使命。　　著名导演福田雄一以喜剧《我是大哥大》而闻名。主角小红帽由桥本环奈配音，她在年轻观众中广受欢迎，无论是漂亮的女主角，还是动作片中强悍的角色，都可以轻松应对。灰姑娘由新木优子配音，她是一个美丽而神秘的角色，岩田刚典为深受全国女性崇拜的冷酷而迷人的王子配音。这是一部集奇幻、喜剧以及神秘元素于一体的电影，描绘了诸多前所未见的梦想和冒险，以史诗般的规模将童话世界搬上荧幕。
35296269$教皇的驱魔人 The Pope's Exorcist$朱利叶斯·艾弗里$编剧:迈克尔·彼得罗尼/埃文·斯彼里奥托普洛斯/R·迪恩·麦克雷里/切斯特·黑斯廷斯/杰夫·卡茨/加布里埃尔·阿莫思$主演:罗素·克劳/丹尼尔·祖瓦图/艾丽克斯·埃索/弗兰科·内罗/彼得·德索萨/劳雷尔·马斯登/科内尔·约翰/瑞安·奥格雷迪/帕洛玛·布洛伊德/亚历山德罗·格鲁塔达乌里亚/里弗·霍金斯/乔迪·科莱特/爱德华·哈珀-琼斯/马修·西姆/汤姆·伯宁顿/埃德·怀特/拉尔夫·伊内森...$惊悚/恐怖$美国/英国/西班牙$英语/意大利语/西班牙语/拉丁语/德语$2023-04-05$西班牙$103分钟$6.3$8898$梵蒂冈首席驱魔人真实事迹改编，加布里埃·阿莫尔特神父（FatherGabrieleAmorth）一生（于2016年去世，享年91岁）主持超过10万宗驱魔仪式。
35795793$僵尸100：在成为僵尸前要做的100件事 ゾン100～ゾンビになるまでにしたい100のこと～$石田雄介$编剧:三嶋龙朗$主演:赤楚卫二/白石麻衣/柳俊太郎/市川由衣/川崎麻世/早见明里/笕美和子/北村一辉...$喜剧/惊悚$日本$日语$2023-08-03$日本$128分钟$5.2$10627$秋良（赤楚卫二饰）在一家压榨员工的公司上班，他忍受着无休止的加班、老板的权力压迫和不合逻辑的任务，每天都感觉生不如死。一天早上，小镇被僵尸占领，熟悉的风景已经被摧毁。看到这样的场景，秋良高兴地大喊——因为他再也不用去办公室了。秋良展现出内心的积极面，列出了他在成为僵尸之前想做的100件事，包括打扫房子和在阳台上露营，然后开始完成他的遗愿清单。
34982427$死亡护理师 ロスト・ケア$前田哲$编剧:龙居由佳里/前田哲$主演:松山研一/长泽雅美/铃鹿央士/柄本明/坂井真纪/户田菜穗/峰村理惠/加藤菜津/蓝木靖英/岩谷健司/井上肇/绫户智惠/梶原善/藤田弓子...$剧情$日本$日语$2023-03-24$日本$114分钟$7.3$5183$男看护斯波宗典因一起命案而成为嫌犯被逮捕，女检察官大友秀美在调查过程中发现斯波工作的看护中心老人死亡率高得不正常，由此逐渐揭开事件背后令人惊骇的真相。本片改编自日本当红推理作家叶真中显的同名小说，由资深导演前田哲（《爱的接力棒》）执导，松山研一与长泽雅美联袂主演。影片秉承了日本“社会派”电影的优良传统，通过一个悬疑重重、柳暗花明的精彩故事，毫不留情地揭开日本社会老龄化背景下的最大痛点，更对生命这一永恒主题进行了深刻的思考。而这一思考，其实离我们也不遥远。
35622477$贝肯熊：火星任务$王超$编剧:刘珮如/王超/王奕霖$主演:梁晓强/巴赫/张东/郭政建/宣晓鸣/凌振赫/曾梦玉/蔡娜/杨洁...$喜剧/科幻/动画/冒险$中国大陆$汉语普通话$2023-09-28$中国大陆$96分钟$7.2$3488$最倒霉的特工贝肯熊，为了重获认可，偷偷混入火星任务，不料却闯进了火星里的神秘世界，和要抓捕的火星怪物成为了朋友。在特工荣誉和友情之间，他将面临一场前所未有的考验。
35876437$中国青年：我和我的青春$林珍钊$编剧:初征/朱子奇/陈永胜/赵丹$主演:张艺兴/王一博/周冬雨/俞灏明/邢菲/邓超元/莫小奇/王子异/章若楠/高亚麟/王籽臻/宋轶/邢昭林/李琦/海陆/释小龙...$剧情/历史$中国大陆$汉语普通话$2023-05-01$中国大陆网络$101分钟$5.1$5253$影片分为《旗帜》《看见》《寻找》三个单元叙事，讲述志愿垦荒、西部支教、公益助学三个不同年代的热血青春故事，展现每一代青年都有自己际遇和机缘，彰显中国青年时刻与祖国同呼吸共命运的时代精神。
36200703$纸人回魂$成思毅$编剧:何三七$主演:韩栋/陈紫函/陈国坤/钟雷/张皓然/魏璐...$悬疑/恐怖$中国大陆$汉语普通话$2023-01-06$中国大陆网络$96分钟$6.4$22030$浮水镇莲生纸扎铺今日来了一位客人。来人名叫陆小笙，是消闲报的民俗记者。这次来到纸扎铺，是想向纸扎铺老板南裳打听一桩奇闻异事。　　据说那是二十年前，百贵镇乔府小姐乔媛媛枉死，乔管家请纸扎匠刘三为乔媛媛做了纸人陪葬。刘三给纸人点了眼睛，导致乔媛媛借纸人回魂杀了乔老爷。　　陆小笙并不相信这种封建迷信的说法，可当年和这件事有关的人都已经故去。他打探到南裳便是刘三的徒弟，所以他此次前来，就是想从南裳口中了解这件事背后的真相。
36093767$无间之战 無間一戰$麦浩邦$编剧:右乔$主演:黄宗泽/谢天华/陈山聪/张国强/陈惠敏/陈炜/蔡思贝/胡子彤/刘佩玥/林子善/白只/郭柏妍...$动作/犯罪$中国大陆/中国香港$粤语/汉语普通话$2023-08-04$中国大陆网络$95分钟$4.4$4912$影片讲述了一对警察兄弟，弟弟健诚（黄宗泽饰）为卧底，哥哥健忠（谢天华饰）为缉毒警，兄弟俩互在警方和贩毒集团的黑名单上，随着一场押送毒贩的任务，二人卷入其中，展开了一场无间反转的缉毒故事。
36240739$生化危机：死亡岛 バイオハザード：デスアイランド$羽住英一郎$编剧:深见真$主演:艾琳·卡希尔/凯文·多曼/马修·默瑟/斯蒂芬妮·潘尼斯洛/妮科尔...$动作/动画/惊悚/恐怖/奇幻/冒险$日本$日语/英语$2023-06-21$菲律宾$87分钟$5.2$7485$里昂在执行从绑匪手中解救安东尼奥泰勒博士的任务时，一个神秘女人挡住了他的任务。与此同时，克里斯正在调查旧金山爆发的僵尸事件，感染原因无法确定，唯一确定的是受害者最近都去过恶魔岛，根据这一线索，克里斯与他的团队前往这座小岛调查，那里有未知的恐怖在等待着他们。
36105149$瞒天劫 Chor Nikal Ke Bhaaga$Ajay Singh$编剧:SirajAhmed/拉杰·库马尔·古普塔/AmarKaushik/TrishantSrivastava$主演:亚米·高塔姆/桑尼·考沙尔/沙拉德·凯卡尔/因德兰尼尔·森古普多/巴伦·昌达/KrunalPandit/AjeetSinghPalwat/SunilPalwal/GhanshyamLalsa/RobinDas/PriyankaKarunakaran/阿鲁·克里尚什·维尔马/KamaalMalik/维沙尔·夏尔马/ThalaivasalVijay/PurnenduBhattacharya/AashitChatterjee/SarahKhatri/ShahidLatief/SuhanaMudvari...$剧情/惊悚/犯罪$印度$印地语$2023-03-24$印度网络$110分钟$7.2$7898$一位空乘和男友为了偿还旧债，不得不设法偷走一批钻石。怎料飞机遭人劫机，他们的计划完全失控。
